,TAVG_rmse,country,state
0,0.1108070217053549,United States,MO
0,0.11071270459945981,United States,NM
0,0.050446776623734535,United States,OR
0,0.07101865160949768,United States,AZ
0,0.12223186037375695,United States,TN
0,0.1303567138953739,United States,WV
0,0.07601409904307763,United States,NY
0,0.07311620294607683,United States,NV
0,0.09144646117356706,United States,SC
0,0.057867953784914335,United States,MD
0,0.10235804913881372,United States,KS
0,0.12412767728016479,United States,IL
0,0.04830748970704629,Iraq,UNK
0,0.03932215108886387,Belize,UNK
0,0.029364328689554832,Solomon Islands,UNK
0,0.0708740432938332,Romania,UNK
0,0.025164017626132733,Tanzania,UNK
0,0.030687279597950205,Guyana,UNK
0,0.057377050160010434,Ireland,UNK
0,0.021794151973850612,Namibia,UNK
0,3.011407603789812,Antarctica,UNK
0,0.04553648751459392,Madagascar,UNK
0,0.048285703231353484,Vietnam,UNK
0,0.09362313852578871,Honduras,UNK
0,0.06644201925624911,Latvia,UNK
0,0.04653756761468699,Syria,UNK
0,0.07709464214933522,Armenia,UNK
0,0.632771872881196,Svalbard [Norway],UNK
0,0.026111180999747036,Kiribati,UNK
0,0.05600928925339576,Bahamas,UNK
0,0.057930448411103265,Chad,UNK
