date,state,positive,recovered,death,positiveIncrease,deathIncrease,recoveredIncrease,population
20200412,CO,6893.0,0.0,274.0,383.0,24.0,0.0,5758736.0
20200413,CO,7684.0,0.0,304.0,791.0,30.0,0.0,5758736.0
20200414,CO,7691.0,0.0,308.0,7.0,4.0,0.0,5758736.0
20200415,CO,7941.0,0.0,329.0,250.0,21.0,0.0,5758736.0
20200416,CO,8280.0,0.0,357.0,339.0,28.0,0.0,5758736.0
20200417,CO,8675.0,0.0,374.0,395.0,17.0,0.0,5758736.0
20200418,CO,9047.0,0.0,391.0,372.0,17.0,0.0,5758736.0
20200419,CO,9433.0,0.0,411.0,386.0,20.0,0.0,5758736.0
20200307,HI,1.0,0.0,0.0,0.0,0.0,0.0,1415872.0
20200308,HI,1.0,0.0,0.0,0.0,0.0,0.0,1415872.0
20200309,HI,2.0,0.0,0.0,1.0,0.0,0.0,1415872.0
20200310,HI,2.0,0.0,0.0,0.0,0.0,0.0,1415872.0
20200311,HI,2.0,0.0,0.0,0.0,0.0,0.0,1415872.0
20200312,HI,2.0,0.0,0.0,0.0,0.0,0.0,1415872.0
20200313,HI,2.0,0.0,0.0,0.0,0.0,0.0,1415872.0
20200314,HI,2.0,0.0,0.0,0.0,0.0,0.0,1415872.0
20200315,HI,2.0,0.0,0.0,0.0,0.0,0.0,1415872.0
20200316,HI,7.0,0.0,0.0,5.0,0.0,0.0,1415872.0
20200317,HI,10.0,0.0,0.0,3.0,0.0,0.0,1415872.0
20200318,HI,14.0,0.0,0.0,4.0,0.0,0.0,1415872.0
20200319,HI,16.0,0.0,0.0,2.0,0.0,0.0,1415872.0
20200320,HI,26.0,0.0,0.0,10.0,0.0,0.0,1415872.0
20200321,HI,37.0,0.0,0.0,11.0,0.0,0.0,1415872.0
20200322,HI,48.0,0.0,0.0,11.0,0.0,0.0,1415872.0
20200323,HI,56.0,0.0,0.0,8.0,0.0,0.0,1415872.0
20200324,HI,77.0,0.0,0.0,21.0,0.0,0.0,1415872.0
20200325,HI,90.0,0.0,0.0,13.0,0.0,0.0,1415872.0
20200326,HI,95.0,0.0,0.0,5.0,0.0,0.0,1415872.0
20200327,HI,106.0,0.0,0.0,11.0,0.0,0.0,1415872.0
20200328,HI,120.0,0.0,0.0,14.0,0.0,0.0,1415872.0
20200329,HI,151.0,0.0,0.0,31.0,0.0,0.0,1415872.0
20200330,HI,175.0,0.0,0.0,24.0,0.0,0.0,1415872.0
20200331,HI,204.0,49.0,0.0,29.0,0.0,49.0,1415872.0
20200401,HI,208.0,58.0,1.0,4.0,1.0,9.0,1415872.0
20200402,HI,258.0,69.0,1.0,50.0,0.0,11.0,1415872.0
20200403,HI,285.0,72.0,2.0,27.0,1.0,3.0,1415872.0
20200404,HI,319.0,78.0,3.0,34.0,1.0,6.0,1415872.0
20200405,HI,351.0,82.0,4.0,32.0,1.0,4.0,1415872.0
20200406,HI,371.0,85.0,4.0,20.0,0.0,3.0,1415872.0
20200407,HI,387.0,89.0,5.0,16.0,1.0,4.0,1415872.0
20200408,HI,410.0,113.0,5.0,23.0,0.0,24.0,1415872.0
20200409,HI,435.0,113.0,5.0,25.0,0.0,0.0,1415872.0
20200410,HI,442.0,251.0,6.0,7.0,1.0,138.0,1415872.0
20200411,HI,465.0,284.0,8.0,23.0,2.0,33.0,1415872.0
20200412,HI,486.0,300.0,8.0,21.0,0.0,16.0,1415872.0
20200413,HI,499.0,310.0,9.0,13.0,1.0,10.0,1415872.0
20200414,HI,504.0,315.0,9.0,5.0,0.0,5.0,1415872.0
20200415,HI,517.0,333.0,9.0,13.0,0.0,18.0,1415872.0
20200416,HI,530.0,359.0,9.0,13.0,0.0,26.0,1415872.0
20200417,HI,541.0,374.0,9.0,11.0,0.0,15.0,1415872.0
20200418,HI,553.0,390.0,9.0,12.0,0.0,16.0,1415872.0
20200419,HI,574.0,410.0,9.0,21.0,0.0,20.0,1415872.0
20200307,OK,1.0,0.0,0.0,0.0,0.0,0.0,3956971.0
20200308,OK,1.0,0.0,0.0,0.0,0.0,0.0,3956971.0
20200309,OK,1.0,0.0,0.0,0.0,0.0,0.0,3956971.0
20200310,OK,2.0,0.0,0.0,1.0,0.0,0.0,3956971.0
20200311,OK,2.0,0.0,0.0,0.0,0.0,0.0,3956971.0
20200312,OK,3.0,0.0,0.0,1.0,0.0,0.0,3956971.0
20200313,OK,3.0,0.0,0.0,0.0,0.0,0.0,3956971.0
20200314,OK,4.0,0.0,0.0,1.0,0.0,0.0,3956971.0
20200315,OK,9.0,0.0,0.0,5.0,0.0,0.0,3956971.0
20200316,OK,10.0,0.0,0.0,1.0,0.0,0.0,3956971.0
20200317,OK,17.0,0.0,0.0,7.0,0.0,0.0,3956971.0
20200318,OK,29.0,0.0,0.0,12.0,0.0,0.0,3956971.0
20200319,OK,44.0,0.0,1.0,15.0,1.0,0.0,3956971.0
20200320,OK,49.0,0.0,1.0,5.0,0.0,0.0,3956971.0
20200321,OK,53.0,0.0,1.0,4.0,0.0,0.0,3956971.0
20200322,OK,67.0,0.0,2.0,14.0,1.0,0.0,3956971.0
20200323,OK,81.0,0.0,2.0,14.0,0.0,0.0,3956971.0
20200324,OK,106.0,0.0,3.0,25.0,1.0,0.0,3956971.0
20200325,OK,164.0,0.0,5.0,58.0,2.0,0.0,3956971.0
20200326,OK,248.0,0.0,7.0,84.0,2.0,0.0,3956971.0
20200327,OK,322.0,0.0,8.0,74.0,1.0,0.0,3956971.0
20200328,OK,377.0,0.0,15.0,55.0,7.0,0.0,3956971.0
20200329,OK,429.0,0.0,16.0,52.0,1.0,0.0,3956971.0
20200330,OK,481.0,0.0,17.0,52.0,1.0,0.0,3956971.0
20200331,OK,565.0,0.0,23.0,84.0,6.0,0.0,3956971.0
20200401,OK,719.0,0.0,30.0,154.0,7.0,0.0,3956971.0
20200402,OK,879.0,0.0,34.0,160.0,4.0,0.0,3956971.0
20200403,OK,988.0,383.0,38.0,109.0,4.0,383.0,3956971.0
20200404,OK,1159.0,383.0,42.0,171.0,4.0,0.0,3956971.0
20200405,OK,1252.0,383.0,46.0,93.0,4.0,0.0,3956971.0
20200406,OK,1327.0,522.0,51.0,75.0,5.0,139.0,3956971.0
20200407,OK,1472.0,612.0,67.0,145.0,16.0,90.0,3956971.0
20200408,OK,1524.0,686.0,79.0,52.0,12.0,74.0,3956971.0
20200409,OK,1684.0,686.0,80.0,160.0,1.0,0.0,3956971.0
20200410,OK,1794.0,790.0,88.0,110.0,8.0,104.0,3956971.0
20200411,OK,1868.0,865.0,94.0,74.0,6.0,75.0,3956971.0
20200412,OK,1970.0,865.0,96.0,102.0,2.0,0.0,3956971.0
20200413,OK,2069.0,865.0,99.0,99.0,3.0,0.0,3956971.0
20200414,OK,2184.0,1060.0,108.0,115.0,9.0,195.0,3956971.0
20200415,OK,2263.0,1115.0,123.0,79.0,15.0,55.0,3956971.0
20200416,OK,2357.0,1240.0,131.0,94.0,8.0,125.0,3956971.0
20200417,OK,2465.0,1331.0,136.0,108.0,5.0,91.0,3956971.0
20200418,OK,2570.0,1515.0,139.0,105.0,3.0,184.0,3956971.0
20200419,OK,2599.0,1575.0,140.0,29.0,1.0,60.0,3956971.0
20200307,MN,1.0,0.0,0.0,1.0,0.0,0.0,5639632.0
20200308,MN,1.0,0.0,0.0,0.0,0.0,0.0,5639632.0
20200309,MN,2.0,0.0,0.0,1.0,0.0,0.0,5639632.0
20200310,MN,3.0,0.0,0.0,1.0,0.0,0.0,5639632.0
20200311,MN,5.0,0.0,0.0,2.0,0.0,0.0,5639632.0
20200312,MN,9.0,0.0,0.0,4.0,0.0,0.0,5639632.0
20200313,MN,14.0,0.0,0.0,5.0,0.0,0.0,5639632.0
20200314,MN,21.0,0.0,0.0,7.0,0.0,0.0,5639632.0
20200315,MN,35.0,0.0,0.0,14.0,0.0,0.0,5639632.0
20200316,MN,54.0,0.0,0.0,19.0,0.0,0.0,5639632.0
20200317,MN,60.0,0.0,0.0,6.0,0.0,0.0,5639632.0
20200318,MN,77.0,0.0,0.0,17.0,0.0,0.0,5639632.0
20200319,MN,89.0,0.0,0.0,12.0,0.0,0.0,5639632.0
20200320,MN,115.0,0.0,0.0,26.0,0.0,0.0,5639632.0
20200321,MN,138.0,0.0,1.0,23.0,1.0,0.0,5639632.0
20200322,MN,169.0,0.0,1.0,31.0,0.0,0.0,5639632.0
20200323,MN,235.0,0.0,1.0,66.0,0.0,0.0,5639632.0
20200324,MN,262.0,0.0,1.0,27.0,0.0,0.0,5639632.0
20200325,MN,287.0,122.0,1.0,25.0,0.0,122.0,5639632.0
20200326,MN,346.0,122.0,2.0,59.0,1.0,0.0,5639632.0
20200327,MN,398.0,180.0,4.0,52.0,2.0,58.0,5639632.0
20200328,MN,441.0,220.0,5.0,43.0,1.0,40.0,5639632.0
20200329,MN,503.0,252.0,9.0,62.0,4.0,32.0,5639632.0
20200330,MN,576.0,252.0,10.0,73.0,1.0,0.0,5639632.0
20200331,MN,629.0,252.0,12.0,53.0,2.0,0.0,5639632.0
20200401,MN,689.0,252.0,17.0,60.0,5.0,0.0,5639632.0
20200402,MN,742.0,252.0,18.0,53.0,1.0,0.0,5639632.0
20200403,MN,789.0,252.0,22.0,47.0,4.0,0.0,5639632.0
20200404,MN,865.0,440.0,24.0,76.0,2.0,188.0,5639632.0
20200405,MN,935.0,451.0,29.0,70.0,5.0,11.0,5639632.0
20200406,MN,986.0,470.0,30.0,51.0,1.0,19.0,5639632.0
20200407,MN,1069.0,549.0,34.0,83.0,4.0,79.0,5639632.0
20200408,MN,1154.0,632.0,39.0,85.0,5.0,83.0,5639632.0
20200409,MN,1242.0,675.0,50.0,88.0,11.0,43.0,5639632.0
20200410,MN,1336.0,732.0,57.0,94.0,7.0,57.0,5639632.0
20200411,MN,1427.0,793.0,64.0,91.0,7.0,61.0,5639632.0
20200412,MN,1621.0,842.0,70.0,194.0,6.0,49.0,5639632.0
20200413,MN,1650.0,842.0,70.0,29.0,0.0,0.0,5639632.0
20200414,MN,1695.0,909.0,79.0,45.0,9.0,67.0,5639632.0
20200415,MN,1809.0,940.0,87.0,114.0,8.0,31.0,5639632.0
20200416,MN,1912.0,1020.0,94.0,103.0,7.0,80.0,5639632.0
20200417,MN,2071.0,1066.0,111.0,159.0,17.0,46.0,5639632.0
20200418,MN,2213.0,1118.0,121.0,142.0,10.0,52.0,5639632.0
20200419,MN,2356.0,1160.0,134.0,143.0,13.0,42.0,5639632.0
20200308,MO,1.0,0.0,0.0,1.0,0.0,0.0,6137428.0
20200309,MO,1.0,0.0,0.0,0.0,0.0,0.0,6137428.0
20200310,MO,1.0,0.0,0.0,0.0,0.0,0.0,6137428.0
20200311,MO,1.0,0.0,0.0,0.0,0.0,0.0,6137428.0
20200312,MO,1.0,0.0,0.0,0.0,0.0,0.0,6137428.0
20200313,MO,2.0,0.0,0.0,1.0,0.0,0.0,6137428.0
20200314,MO,4.0,0.0,0.0,2.0,0.0,0.0,6137428.0
20200315,MO,5.0,0.0,0.0,1.0,0.0,0.0,6137428.0
20200316,MO,6.0,0.0,0.0,1.0,0.0,0.0,6137428.0
20200317,MO,8.0,0.0,0.0,2.0,0.0,0.0,6137428.0
20200318,MO,13.0,0.0,0.0,5.0,0.0,0.0,6137428.0
20200319,MO,24.0,0.0,1.0,11.0,1.0,0.0,6137428.0
20200320,MO,47.0,0.0,1.0,23.0,0.0,0.0,6137428.0
20200321,MO,73.0,0.0,3.0,26.0,2.0,0.0,6137428.0
20200322,MO,90.0,0.0,3.0,17.0,0.0,0.0,6137428.0
20200323,MO,183.0,0.0,3.0,93.0,0.0,0.0,6137428.0
20200324,MO,183.0,0.0,3.0,0.0,0.0,0.0,6137428.0
20200325,MO,356.0,0.0,8.0,173.0,5.0,0.0,6137428.0
20200326,MO,502.0,0.0,8.0,146.0,0.0,0.0,6137428.0
20200327,MO,669.0,0.0,8.0,167.0,0.0,0.0,6137428.0
20200328,MO,838.0,0.0,10.0,169.0,2.0,0.0,6137428.0
20200329,MO,838.0,0.0,10.0,0.0,0.0,0.0,6137428.0
20200330,MO,1031.0,0.0,13.0,193.0,3.0,0.0,6137428.0
20200331,MO,1327.0,0.0,14.0,296.0,1.0,0.0,6137428.0
20200401,MO,1581.0,0.0,18.0,254.0,4.0,0.0,6137428.0
20200402,MO,1834.0,0.0,19.0,253.0,1.0,0.0,6137428.0
20200403,MO,2113.0,0.0,19.0,279.0,0.0,0.0,6137428.0
20200404,MO,2291.0,0.0,24.0,178.0,5.0,0.0,6137428.0
20200405,MO,2367.0,0.0,34.0,76.0,10.0,0.0,6137428.0
20200406,MO,2722.0,0.0,39.0,355.0,5.0,0.0,6137428.0
20200407,MO,3037.0,0.0,53.0,315.0,14.0,0.0,6137428.0
20200408,MO,3327.0,0.0,58.0,290.0,5.0,0.0,6137428.0
20200409,MO,3539.0,0.0,77.0,212.0,19.0,0.0,6137428.0
20200410,MO,3799.0,0.0,96.0,260.0,19.0,0.0,6137428.0
20200411,MO,4024.0,0.0,109.0,225.0,13.0,0.0,6137428.0
20200412,MO,4160.0,0.0,110.0,136.0,1.0,0.0,6137428.0
20200413,MO,4388.0,0.0,114.0,228.0,4.0,0.0,6137428.0
20200414,MO,4686.0,0.0,133.0,298.0,19.0,0.0,6137428.0
20200415,MO,4895.0,0.0,147.0,209.0,14.0,0.0,6137428.0
20200416,MO,5111.0,0.0,152.0,216.0,5.0,0.0,6137428.0
20200417,MO,5283.0,0.0,165.0,172.0,13.0,0.0,6137428.0
20200418,MO,5517.0,0.0,175.0,234.0,10.0,0.0,6137428.0
20200419,MO,5667.0,0.0,176.0,150.0,1.0,0.0,6137428.0
20200305,NV,1.0,0.0,0.0,0.0,0.0,0.0,3080156.0
20200306,NV,1.0,0.0,0.0,0.0,0.0,0.0,3080156.0
20200307,NV,1.0,0.0,0.0,0.0,0.0,0.0,3080156.0
20200308,NV,1.0,0.0,0.0,0.0,0.0,0.0,3080156.0
20200309,NV,1.0,0.0,0.0,0.0,0.0,0.0,3080156.0
20200310,NV,1.0,0.0,0.0,0.0,0.0,0.0,3080156.0
20200311,NV,5.0,0.0,0.0,4.0,0.0,0.0,3080156.0
20200312,NV,7.0,0.0,0.0,2.0,0.0,0.0,3080156.0
20200313,NV,11.0,0.0,0.0,4.0,0.0,0.0,3080156.0
20200314,NV,20.0,0.0,0.0,9.0,0.0,0.0,3080156.0
20200315,NV,21.0,0.0,0.0,1.0,0.0,0.0,3080156.0
20200316,NV,45.0,0.0,1.0,24.0,1.0,0.0,3080156.0
20200317,NV,55.0,0.0,1.0,10.0,0.0,0.0,3080156.0
20200318,NV,55.0,0.0,1.0,0.0,0.0,0.0,3080156.0
20200319,NV,95.0,0.0,1.0,40.0,0.0,0.0,3080156.0
20200320,NV,109.0,0.0,1.0,14.0,0.0,0.0,3080156.0
20200321,NV,124.0,0.0,2.0,15.0,1.0,0.0,3080156.0
20200322,NV,190.0,0.0,2.0,66.0,0.0,0.0,3080156.0
20200323,NV,245.0,0.0,4.0,55.0,2.0,0.0,3080156.0
20200324,NV,278.0,0.0,4.0,33.0,0.0,0.0,3080156.0
20200325,NV,321.0,0.0,6.0,43.0,2.0,0.0,3080156.0
20200326,NV,420.0,0.0,10.0,99.0,4.0,0.0,3080156.0
20200327,NV,535.0,0.0,10.0,115.0,0.0,0.0,3080156.0
20200328,NV,621.0,0.0,10.0,86.0,0.0,0.0,3080156.0
20200329,NV,738.0,0.0,14.0,117.0,4.0,0.0,3080156.0
20200330,NV,1008.0,0.0,15.0,270.0,1.0,0.0,3080156.0
20200331,NV,1113.0,0.0,17.0,105.0,2.0,0.0,3080156.0
20200401,NV,1279.0,0.0,26.0,166.0,9.0,0.0,3080156.0
20200402,NV,1458.0,0.0,38.0,179.0,12.0,0.0,3080156.0
20200403,NV,1514.0,0.0,43.0,56.0,5.0,0.0,3080156.0
20200404,NV,1742.0,0.0,46.0,228.0,3.0,0.0,3080156.0
20200405,NV,1836.0,0.0,46.0,94.0,0.0,0.0,3080156.0
20200406,NV,1953.0,0.0,46.0,117.0,0.0,0.0,3080156.0
20200407,NV,2087.0,0.0,58.0,134.0,12.0,0.0,3080156.0
20200408,NV,2318.0,0.0,71.0,231.0,13.0,0.0,3080156.0
20200409,NV,2456.0,0.0,80.0,138.0,9.0,0.0,3080156.0
20200410,NV,2584.0,0.0,86.0,128.0,6.0,0.0,3080156.0
20200411,NV,2700.0,0.0,102.0,116.0,16.0,0.0,3080156.0
20200412,NV,2836.0,0.0,112.0,136.0,10.0,0.0,3080156.0
20200413,NV,2971.0,0.0,114.0,135.0,2.0,0.0,3080156.0
20200414,NV,3088.0,0.0,120.0,117.0,6.0,0.0,3080156.0
20200415,NV,3211.0,0.0,131.0,123.0,11.0,0.0,3080156.0
20200416,NV,3321.0,0.0,137.0,110.0,6.0,0.0,3080156.0
20200417,NV,3524.0,0.0,142.0,203.0,5.0,0.0,3080156.0
20200418,NV,3626.0,0.0,151.0,102.0,9.0,0.0,3080156.0
20200419,NV,3728.0,0.0,155.0,102.0,4.0,0.0,3080156.0
20200312,ND,1.0,0.0,0.0,1.0,0.0,0.0,762062.0
20200313,ND,1.0,0.0,0.0,0.0,0.0,0.0,762062.0
20200314,ND,1.0,0.0,0.0,0.0,0.0,0.0,762062.0
20200315,ND,1.0,0.0,0.0,0.0,0.0,0.0,762062.0
20200316,ND,1.0,0.0,0.0,0.0,0.0,0.0,762062.0
20200317,ND,3.0,0.0,0.0,2.0,0.0,0.0,762062.0
20200318,ND,6.0,0.0,0.0,3.0,0.0,0.0,762062.0
20200319,ND,15.0,0.0,0.0,9.0,0.0,0.0,762062.0
20200320,ND,20.0,0.0,0.0,5.0,0.0,0.0,762062.0
20200321,ND,28.0,0.0,0.0,8.0,0.0,0.0,762062.0
20200322,ND,28.0,0.0,0.0,0.0,0.0,0.0,762062.0
20200323,ND,30.0,0.0,0.0,2.0,0.0,0.0,762062.0
20200324,ND,34.0,0.0,0.0,4.0,0.0,0.0,762062.0
20200325,ND,39.0,0.0,0.0,5.0,0.0,0.0,762062.0
20200326,ND,52.0,0.0,0.0,13.0,0.0,0.0,762062.0
20200327,ND,65.0,15.0,0.0,13.0,0.0,15.0,762062.0
20200328,ND,83.0,16.0,1.0,18.0,1.0,1.0,762062.0
20200329,ND,98.0,18.0,1.0,15.0,0.0,2.0,762062.0
20200330,ND,109.0,19.0,2.0,11.0,1.0,1.0,762062.0
20200331,ND,126.0,30.0,3.0,17.0,1.0,11.0,762062.0
20200401,ND,142.0,34.0,3.0,16.0,0.0,4.0,762062.0
20200402,ND,159.0,43.0,3.0,17.0,0.0,9.0,762062.0
20200403,ND,173.0,55.0,3.0,14.0,0.0,12.0,762062.0
20200404,ND,186.0,63.0,3.0,13.0,0.0,8.0,762062.0
20200405,ND,207.0,63.0,3.0,21.0,0.0,0.0,762062.0
20200406,ND,225.0,74.0,3.0,18.0,0.0,11.0,762062.0
20200407,ND,237.0,82.0,4.0,12.0,1.0,8.0,762062.0
20200408,ND,251.0,98.0,4.0,14.0,0.0,16.0,762062.0
20200409,ND,269.0,101.0,5.0,18.0,1.0,3.0,762062.0
20200410,ND,278.0,105.0,6.0,9.0,1.0,4.0,762062.0
20200411,ND,293.0,119.0,7.0,15.0,1.0,14.0,762062.0
20200412,ND,308.0,121.0,8.0,15.0,1.0,2.0,762062.0
20200413,ND,331.0,127.0,8.0,23.0,0.0,6.0,762062.0
20200414,ND,341.0,138.0,9.0,10.0,1.0,11.0,762062.0
20200415,ND,365.0,142.0,9.0,24.0,0.0,4.0,762062.0
20200416,ND,393.0,163.0,9.0,28.0,0.0,21.0,762062.0
20200417,ND,439.0,172.0,9.0,46.0,0.0,9.0,762062.0
20200418,ND,528.0,183.0,9.0,89.0,0.0,11.0,762062.0
20200419,ND,585.0,189.0,10.0,57.0,1.0,6.0,762062.0
20200228,WA,9.0,0.0,4.0,0.0,0.0,0.0,7614893.0
20200229,WA,18.0,0.0,5.0,9.0,1.0,0.0,7614893.0
20200301,WA,30.0,0.0,8.0,12.0,3.0,0.0,7614893.0
20200302,WA,34.0,0.0,11.0,4.0,3.0,0.0,7614893.0
20200303,WA,58.0,0.0,14.0,24.0,3.0,0.0,7614893.0
20200304,WA,76.0,0.0,16.0,18.0,2.0,0.0,7614893.0
20200305,WA,96.0,0.0,20.0,20.0,4.0,0.0,7614893.0
20200306,WA,149.0,0.0,26.0,53.0,6.0,0.0,7614893.0
20200307,WA,181.0,0.0,27.0,32.0,1.0,0.0,7614893.0
20200308,WA,246.0,0.0,31.0,65.0,4.0,0.0,7614893.0
20200309,WA,343.0,0.0,35.0,97.0,4.0,0.0,7614893.0
20200310,WA,390.0,0.0,37.0,47.0,2.0,0.0,7614893.0
20200311,WA,474.0,0.0,40.0,84.0,3.0,0.0,7614893.0
20200312,WA,543.0,0.0,44.0,69.0,4.0,0.0,7614893.0
20200313,WA,693.0,0.0,47.0,150.0,3.0,0.0,7614893.0
20200314,WA,793.0,0.0,51.0,100.0,4.0,0.0,7614893.0
20200315,WA,924.0,0.0,56.0,131.0,5.0,0.0,7614893.0
20200316,WA,1052.0,0.0,68.0,128.0,12.0,0.0,7614893.0
20200317,WA,1218.0,0.0,77.0,166.0,9.0,0.0,7614893.0
20200318,WA,1388.0,0.0,81.0,170.0,4.0,0.0,7614893.0
20200319,WA,1535.0,0.0,91.0,147.0,10.0,0.0,7614893.0
20200320,WA,1773.0,0.0,102.0,238.0,11.0,0.0,7614893.0
20200321,WA,2006.0,0.0,108.0,233.0,6.0,0.0,7614893.0
20200322,WA,2242.0,0.0,122.0,236.0,14.0,0.0,7614893.0
20200323,WA,2450.0,0.0,133.0,208.0,11.0,0.0,7614893.0
20200324,WA,2823.0,0.0,142.0,373.0,9.0,0.0,7614893.0
20200325,WA,3275.0,0.0,155.0,452.0,13.0,0.0,7614893.0
20200326,WA,3745.0,0.0,177.0,470.0,22.0,0.0,7614893.0
20200327,WA,4238.0,0.0,191.0,493.0,14.0,0.0,7614893.0
20200328,WA,4707.0,0.0,211.0,469.0,20.0,0.0,7614893.0
20200329,WA,5102.0,0.0,228.0,395.0,17.0,0.0,7614893.0
20200330,WA,5566.0,0.0,239.0,464.0,11.0,0.0,7614893.0
20200331,WA,6030.0,0.0,252.0,464.0,13.0,0.0,7614893.0
20200401,WA,6593.0,0.0,270.0,563.0,18.0,0.0,7614893.0
20200402,WA,6962.0,0.0,296.0,369.0,26.0,0.0,7614893.0
20200403,WA,7548.0,0.0,325.0,586.0,29.0,0.0,7614893.0
20200404,WA,7934.0,0.0,345.0,386.0,20.0,0.0,7614893.0
20200405,WA,8332.0,0.0,365.0,398.0,20.0,0.0,7614893.0
20200406,WA,8679.0,0.0,378.0,347.0,13.0,0.0,7614893.0
20200407,WA,9043.0,0.0,393.0,364.0,15.0,0.0,7614893.0
20200408,WA,9506.0,0.0,446.0,463.0,53.0,0.0,7614893.0
20200409,WA,9769.0,0.0,446.0,263.0,0.0,0.0,7614893.0
20200410,WA,10224.0,0.0,446.0,455.0,0.0,0.0,7614893.0
20200411,WA,10224.0,0.0,491.0,0.0,45.0,0.0,7614893.0
20200412,WA,10224.0,0.0,491.0,0.0,0.0,0.0,7614893.0
20200413,WA,10411.0,0.0,508.0,187.0,17.0,0.0,7614893.0
20200414,WA,10538.0,0.0,516.0,127.0,8.0,0.0,7614893.0
20200415,WA,10694.0,0.0,541.0,156.0,25.0,0.0,7614893.0
20200416,WA,10783.0,0.0,567.0,89.0,26.0,0.0,7614893.0
20200417,WA,11152.0,0.0,583.0,369.0,16.0,0.0,7614893.0
20200418,WA,11445.0,0.0,603.0,293.0,20.0,0.0,7614893.0
20200419,WA,11802.0,0.0,624.0,357.0,21.0,0.0,7614893.0
20200312,AR,6.0,0.0,0.0,6.0,0.0,0.0,3017804.0
20200313,AR,9.0,0.0,0.0,3.0,0.0,0.0,3017804.0
20200314,AR,12.0,0.0,0.0,3.0,0.0,0.0,3017804.0
20200315,AR,16.0,0.0,0.0,4.0,0.0,0.0,3017804.0
20200316,AR,22.0,0.0,0.0,6.0,0.0,0.0,3017804.0
20200317,AR,22.0,0.0,0.0,0.0,0.0,0.0,3017804.0
20200318,AR,33.0,0.0,0.0,11.0,0.0,0.0,3017804.0
20200319,AR,46.0,0.0,0.0,13.0,0.0,0.0,3017804.0
20200320,AR,96.0,0.0,0.0,50.0,0.0,0.0,3017804.0
20200321,AR,118.0,0.0,0.0,22.0,0.0,0.0,3017804.0
20200322,AR,165.0,0.0,0.0,47.0,0.0,0.0,3017804.0
20200323,AR,174.0,0.0,0.0,9.0,0.0,0.0,3017804.0
20200324,AR,218.0,0.0,0.0,44.0,0.0,0.0,3017804.0
20200325,AR,280.0,11.0,2.0,62.0,2.0,11.0,3017804.0
20200326,AR,335.0,13.0,3.0,55.0,1.0,2.0,3017804.0
20200327,AR,381.0,19.0,3.0,46.0,0.0,6.0,3017804.0
20200328,AR,404.0,24.0,5.0,23.0,2.0,5.0,3017804.0
20200329,AR,426.0,28.0,6.0,22.0,1.0,4.0,3017804.0
20200330,AR,473.0,29.0,7.0,47.0,1.0,1.0,3017804.0
20200331,AR,523.0,35.0,8.0,50.0,1.0,6.0,3017804.0
20200401,AR,584.0,42.0,10.0,61.0,2.0,7.0,3017804.0
20200402,AR,643.0,47.0,12.0,59.0,2.0,5.0,3017804.0
20200403,AR,704.0,60.0,12.0,61.0,0.0,13.0,3017804.0
20200404,AR,743.0,79.0,14.0,39.0,2.0,19.0,3017804.0
20200405,AR,830.0,97.0,16.0,87.0,2.0,18.0,3017804.0
20200406,AR,875.0,102.0,16.0,45.0,0.0,5.0,3017804.0
20200407,AR,946.0,142.0,16.0,71.0,0.0,40.0,3017804.0
20200408,AR,1000.0,208.0,18.0,54.0,2.0,66.0,3017804.0
20200409,AR,1119.0,288.0,21.0,119.0,3.0,80.0,3017804.0
20200410,AR,1171.0,312.0,23.0,52.0,2.0,24.0,3017804.0
20200411,AR,1226.0,340.0,24.0,55.0,1.0,28.0,3017804.0
20200412,AR,1280.0,367.0,27.0,54.0,3.0,27.0,3017804.0
20200413,AR,1410.0,391.0,30.0,130.0,3.0,24.0,3017804.0
20200414,AR,1480.0,427.0,30.0,70.0,0.0,36.0,3017804.0
20200415,AR,1569.0,489.0,33.0,89.0,3.0,62.0,3017804.0
20200416,AR,1620.0,548.0,37.0,51.0,4.0,59.0,3017804.0
20200417,AR,1695.0,593.0,37.0,75.0,0.0,45.0,3017804.0
20200418,AR,1739.0,703.0,38.0,44.0,1.0,110.0,3017804.0
20200419,AR,1781.0,721.0,40.0,42.0,2.0,18.0,3017804.0
20200305,NJ,1.0,0.0,0.0,0.0,0.0,0.0,8882190.0
20200306,NJ,1.0,0.0,0.0,0.0,0.0,0.0,8882190.0
20200307,NJ,4.0,0.0,0.0,3.0,0.0,0.0,8882190.0
20200308,NJ,6.0,0.0,0.0,2.0,0.0,0.0,8882190.0
20200309,NJ,11.0,0.0,0.0,5.0,0.0,0.0,8882190.0
20200310,NJ,15.0,0.0,0.0,4.0,0.0,0.0,8882190.0
20200311,NJ,24.0,0.0,1.0,9.0,1.0,0.0,8882190.0
20200312,NJ,30.0,0.0,1.0,6.0,0.0,0.0,8882190.0
20200313,NJ,50.0,0.0,1.0,20.0,0.0,0.0,8882190.0
20200314,NJ,50.0,0.0,1.0,0.0,0.0,0.0,8882190.0
20200315,NJ,98.0,0.0,2.0,48.0,1.0,0.0,8882190.0
20200316,NJ,178.0,0.0,2.0,80.0,0.0,0.0,8882190.0
20200317,NJ,267.0,0.0,3.0,89.0,1.0,0.0,8882190.0
20200318,NJ,427.0,0.0,5.0,160.0,2.0,0.0,8882190.0
20200319,NJ,742.0,0.0,9.0,315.0,4.0,0.0,8882190.0
